0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	48	51	45	67	50	44	60	47	56	62	42	50	42	47	47	51	43	49	58	0.0	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	48	51	45	66	50	44	60	47	56	62	42	50	42	47	47	51	43	49	58	-0.24661390967685415	
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-39	-39	39	0	39	0	0	0	0	0	0	0	0	0	0	0	0	41	48	51	6	27	89	44	99	47	56	61	42	50	42	47	47	51	43	49	58	0.16606996446015065	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	-27	0	0	0	0	0	0	0	0	0	0	0	25	0	-27	0	0	0	0	0	27	-25	0	0	0	0	0	0	0	0	41	48	76	6	0	89	44	98	47	56	88	17	50	42	47	47	51	43	49	58	-0.08418085622346672	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	39	0	0	-39	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	-39	0	0	39	0	0	0	0	0	0	-39	0	0	41	48	76	45	0	89	44	59	47	56	127	17	50	42	47	47	51	4	49	57	-0.22315403819356427	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-39	0	0	0	0	0	0	0	0	0	39	37	0	0	0	0	0	0	0	0	39	0	0	-37	0	0	0	0	0	0	-39	78	48	76	45	0	89	44	59	47	94	127	17	13	42	47	47	51	4	49	18	0.585672882360097	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-42	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	-42	0	0	0	0	0	0	78	48	75	45	0	89	44	59	47	136	127	17	13	0	47	47	51	4	49	18	1.0624165984586598	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-34	0	0	13	0	-13	0	0	0	0	34	0	0	78	48	75	45	0	89	44	25	47	136	140	17	0	0	47	47	50	38	49	18	1.4584182207211098	
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-48	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	75	45	0	136	44	25	47	136	140	17	0	0	47	47	50	38	49	18	2.10289055926222	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	75	0	0	0	0	0	0	-75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	75	45	0	136	44	25	47	136	140	17	0	0	47	47	50	38	48	18	3.0197629643786708	
