0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	8	7	11	0.0	
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	8	7	11	-0.0813323918514437	
0	1	0	0	0	0	-3	0	0	3	0	0	0	0	0	11	11	8	7	11	-1.021996091586884	
0	0	0	0	1	0	11	0	0	-11	0	0	-5	0	5	11	11	3	7	15	-1.2648942363625548	
0	0	0	1	0	0	11	0	-11	0	9	-9	0	0	0	20	2	3	6	15	-1.1033739965781768	
0	0	1	0	0	20	0	0	-20	0	-9	0	9	0	0	11	2	11	6	15	-0.17573892016376857	
1	0	0	0	0	0	0	0	-15	15	0	0	0	2	-2	10	2	11	8	13	-0.25707131201521227	
1	0	0	0	0	0	0	0	-13	13	0	0	0	2	-2	9	2	11	10	11	-0.33840370386665597	
1	0	0	0	0	0	0	0	-11	11	0	0	0	1	-1	8	2	11	11	10	-0.41973609571809967	
1	0	0	0	0	0	0	0	-10	10	0	0	0	1	-1	7	2	11	12	9	-0.5010684875695434	
1	0	0	0	0	0	0	0	-9	9	0	0	0	1	-1	6	2	11	13	8	-0.5824008794209871	
1	0	0	0	0	0	0	0	-8	8	0	0	0	1	-1	5	2	11	14	7	-0.6637332712724308	
1	0	0	0	0	0	0	0	-7	7	0	0	0	1	-1	4	2	11	15	6	-0.7450656631238745	
1	0	0	0	0	0	0	0	-6	6	0	0	0	0	0	3	2	11	15	6	-0.8263980549753182	
1	0	0	0	0	0	0	0	-6	6	0	0	0	0	0	2	2	11	15	6	-0.9077304468267618	
1	0	0	0	0	0	2	0	-2	0	0	-2	0	2	0	1	0	11	17	6	-0.9890628386782055	
1	0	0	0	0	0	0	0	-6	6	0	0	0	0	0	0	0	11	17	6	-1.0703952305296491	
0	0	11	0	0	0	0	0	-6	6	0	0	0	0	0	0	0	0	17	6	111.17344901561374	
0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	157.85279831329902	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	157.60990016852335	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	157.3670020237477	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	157.12410387897202	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	156.88120573419636	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	156.6383075894207	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.39540944464503	
