0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	37	65	50	46	45	46	56	51	53	37	69	50	50	62	42	54	52	30	52	0.0	
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	37	65	50	46	45	46	56	51	53	37	68	50	50	62	42	54	52	30	52	0.3652224585654988	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	-39	0	0	0	0	0	0	0	0	0	0	-39	0	0	0	0	0	0	0	0	39	0	0	36	0	0	0	0	-36	53	37	25	50	46	45	46	56	51	53	37	107	50	50	98	42	54	52	30	16	0.21504337285698755	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	-25	0	0	0	0	0	0	0	0	0	0	-25	0	0	-39	0	0	39	0	0	25	0	0	0	0	0	0	0	0	53	37	0	50	46	6	46	56	90	53	37	132	50	50	97	42	54	52	30	16	0.3968106986784431	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-30	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	30	-39	0	0	39	0	0	-30	0	53	37	0	50	46	6	46	55	90	53	37	162	11	50	97	81	54	52	0	16	0.9388428980208797	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-37	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	-39	0	0	76	0	0	-37	0	0	0	0	0	0	0	0	0	53	37	0	50	7	6	46	131	90	53	0	162	11	50	97	81	53	52	0	16	1.2083825079495587	
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	-32	0	0	0	0	0	-8	0	0	0	0	0	0	0	0	0	8	0	0	-32	32	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	-8	0	0	20	69	0	50	7	6	46	139	90	53	0	162	11	50	97	81	53	44	0	16	1.5461162876710008	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-34	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	-34	0	0	20	69	0	50	7	6	46	173	90	52	0	162	11	50	97	81	53	10	0	16	1.6707708285756426	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	34	0	0	0	-34	0	0	0	0	0	0	0	0	0	0	0	0	-14	20	0	-34	-6	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	6	89	0	16	1	6	46	207	90	52	0	162	11	50	97	81	53	9	0	16	1.2669172635593835	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-33	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	-33	0	0	0	0	0	0	6	89	0	16	1	6	46	240	90	52	0	162	11	17	97	81	53	9	0	15	0.5992323019165136	
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-33	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	33	0	8	0	0	0	0	-33	0	0	0	0	-8	6	89	0	16	1	6	46	273	89	60	0	162	11	17	64	81	53	9	0	7	0.5291147109135587	
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	-25	0	0	0	0	0	0	0	0	0	0	6	89	0	15	1	6	46	298	89	35	0	162	11	17	64	81	53	9	0	7	0.8806470397690509	
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	-4	0	0	0	0	0	0	0	6	89	0	15	1	6	50	298	89	35	0	162	6	17	64	81	53	9	0	7	1.2512620321420833	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	89	0	15	1	6	50	298	89	35	0	162	6	16	64	81	53	9	0	7	1.4651999632885033	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	-2	0	0	-162	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	-2	2	0	0	162	0	0	0	0	0	0	-162	0	0	0	0	5	-5	0	0	4	91	0	15	162	6	50	298	89	35	0	0	6	16	64	81	58	4	0	7	2.1888444396888755	
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	-22	0	0	0	0	0	0	17	-17	0	0	0	0	0	0	0	0	0	0	26	69	0	15	162	6	49	298	106	18	0	0	6	16	64	81	58	4	0	7	1.8650574792830157	
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-105	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	2	-2	0	0	105	0	0	0	-97	-8	0	0	0	0	0	0	0	0	0	0	28	67	0	15	267	5	49	298	9	10	0	0	6	16	64	81	58	4	0	7	2.241254952131086	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	-7	7	0	0	68	0	0	0	0	-4	0	0	0	0	0	-64	0	0	0	0	21	74	0	15	335	5	49	298	9	6	0	0	6	16	64	16	58	4	0	7	2.7946500825767417	
